"","YaleID","Accession.ID"
"605","Yale-4361","EPI_ISL_2020830"
"606","Yale-4249","EPI_ISL_2020727"
"607","Yale-5871","EPI_ISL_2960037"
"608","Yale-5870","EPI_ISL_2960036"
"609","Yale-4141","EPI_ISL_1963771"
"610","Yale-5885","EPI_ISL_2960044"
"611","Yale-5886","EPI_ISL_2960045"
"612","Yale-4178","EPI_ISL_1963802"
"613","Yale-4156","EPI_ISL_1963785"
"614","Yale-4174","EPI_ISL_1963799"
"615","Yale-4139","EPI_ISL_1963769"
"616","Yale-3910","EPI_ISL_1963742"
"617","Yale-4180","EPI_ISL_1963804"
"618","Yale-4150","EPI_ISL_1963779"
"619","Yale-4149","EPI_ISL_1963778"
"620","Yale-3807","EPI_ISL_1963725"
"621","Yale-4148","EPI_ISL_1963777"
"622","Yale-3841","EPI_ISL_1963729"
"623","Yale-3912","EPI_ISL_1963744"
"624","Yale-3925","EPI_ISL_1963757"
"625","Yale-3916","EPI_ISL_1963748"
"626","Yale-3904","EPI_ISL_1963736"
"627","Yale-3913","EPI_ISL_1963745"
"628","Yale-3908","EPI_ISL_1963740"
"629","Yale-3924","EPI_ISL_1963756"
"630","Yale-4147","EPI_ISL_1963776"
"631","Yale-4144","EPI_ISL_1963773"
"632","Yale-4145","EPI_ISL_1963774"
"633","Yale-4170","EPI_ISL_1963797"
"634","Yale-4143","EPI_ISL_1963772"
"635","Yale-4177","EPI_ISL_1963801"
"636","Yale-4194","EPI_ISL_1963817"
"637","Yale-4187","EPI_ISL_1963810"
"638","Yale-4188","EPI_ISL_1963811"
"639","Yale-4385","EPI_ISL_2020853"
"640","Yale-4206","EPI_ISL_1963826"
"641","Yale-4190","EPI_ISL_1963813"
"642","Yale-4276","EPI_ISL_2020751"
"643","Yale-4493","EPI_ISL_2598697"
"644","Yale-4324","EPI_ISL_2020794"
"645","Yale-4383","EPI_ISL_2020851"
"646","Yale-4297","EPI_ISL_2020769"
"647","Yale-4293","EPI_ISL_2020765"
"648","Yale-4216","EPI_ISL_2020695"
"649","Yale-4273","EPI_ISL_2020748"
"650","Yale-4510","EPI_ISL_2023183"
"651","Yale-4304","EPI_ISL_2020775"
"652","Yale-4513","EPI_ISL_2023186"
"653","Yale-4512","EPI_ISL_2023185"
"654","Yale-4498","EPI_ISL_2023172"
"655","Yale-4462","EPI_ISL_2023140"
"656","Yale-4505","EPI_ISL_2023179"
"657","Yale-4532","EPI_ISL_2023204"
"658","Yale-4481","EPI_ISL_2023158"
"659","Yale-4475","EPI_ISL_2023153"
"660","Yale-4495","EPI_ISL_2023169"
"661","Yale-4478","EPI_ISL_2023155"
"662","Yale-4489","EPI_ISL_2023166"
"663","Yale-4046","EPI_ISL_2035003"
"664","Yale-3967","EPI_ISL_2034900"
"665","Yale-4008","EPI_ISL_2034958"
"666","Yale-4001","EPI_ISL_2034948"
"667","Yale-4000","EPI_ISL_2034946"
"668","Yale-3974","EPI_ISL_2034910"
"669","Yale-4563","EPI_ISL_2158980"
"670","Yale-4616","EPI_ISL_2159061"
"671","Yale-4673","EPI_ISL_2159605"
"672","Yale-4632","EPI_ISL_2159083"
"673","Yale-4611","EPI_ISL_2159053"
"674","Yale-4567","EPI_ISL_2158986"
"675","Yale-4693","EPI_ISL_2159634"
"676","Yale-6791","EPI_ISL_3370134"
"677","Yale-7192","EPI_ISL_3500901"
"678","Yale-17237","EPI_ISL_10539608"
"679","Yale-7150","EPI_ISL_3500815"
"680","Yale-7157","EPI_ISL_3500838"
"681","Yale-7161","EPI_ISL_3500848"
"682","Yale-7156","EPI_ISL_3500835"
"683","Yale-7129","EPI_ISL_3500756"
"684","Yale-7102","EPI_ISL_3500703"
"685","Yale-7079","EPI_ISL_3500627"
"686","Yale-7093","EPI_ISL_3500667"
"687","Yale-7104","EPI_ISL_3500708"
"688","Yale-7101","EPI_ISL_3500698"
"689","Yale-7094","EPI_ISL_3500672"
"690","Yale-7074","EPI_ISL_3500609"
"691","Yale-7084","EPI_ISL_3500638"
"692","Yale-7077","EPI_ISL_3500616"
"693","Yale-7064","EPI_ISL_3500591"
"694","Yale-7054","EPI_ISL_3500542"
"695","Yale-7063","EPI_ISL_3500585"
"696","Yale-7066","EPI_ISL_3500598"
"697","Yale-7060","EPI_ISL_3500569"
"698","Yale-7061","EPI_ISL_3500575"
"699","Yale-7051","EPI_ISL_3500531"
"700","Yale-7053","EPI_ISL_3500536"
"701","Yale-7394","EPI_ISL_3493258"
"702","Yale-7390","EPI_ISL_3493255"
"703","Yale-7370","EPI_ISL_3493236"
"704","Yale-7374","EPI_ISL_3493239"
"705","Yale-7351","EPI_ISL_3493220"
"706","Yale-7366","EPI_ISL_3493232"
"707","Yale-7345","EPI_ISL_3493214"
"708","Yale-7342","EPI_ISL_3493211"
"709","Yale-7350","EPI_ISL_3493219"
"710","Yale-7336","EPI_ISL_3493205"
"711","Yale-7344","EPI_ISL_3493213"
"712","Yale-7332","EPI_ISL_3493202"
"713","Yale-7338","EPI_ISL_3493207"
"714","Yale-7325","EPI_ISL_3493195"
"715","Yale-7281","EPI_ISL_3493159"
"716","Yale-7286","EPI_ISL_3493163"
"717","Yale-7297","EPI_ISL_3493170"
"718","Yale-7305","EPI_ISL_3493178"
"719","Yale-7250","EPI_ISL_3493134"
"720","Yale-7292","EPI_ISL_3493167"
"721","Yale-7257","EPI_ISL_3493141"
"722","Yale-7262","EPI_ISL_3493145"
"723","Yale-7245","EPI_ISL_3493129"
"724","Yale-7260","EPI_ISL_3493144"
"725","Yale-7247","EPI_ISL_3493131"
"726","Yale-7234","EPI_ISL_3493119"
"727","Yale-6686","EPI_ISL_3347237"
"728","Yale-6870","EPI_ISL_3370107"
"729","Yale-7237","EPI_ISL_3493122"
"730","Yale-7216","EPI_ISL_3493104"
"731","Yale-7221","EPI_ISL_3493109"
"732","Yale-6825","EPI_ISL_3370254"
"733","Yale-7056","EPI_ISL_3500547"
"734","Yale-6762","EPI_ISL_3370236"
"735","Yale-6759","EPI_ISL_3370235"
"736","Yale-6781","EPI_ISL_3370241"
"737","Yale-6757","EPI_ISL_3370234"
"738","Yale-6792","EPI_ISL_3370204"
"739","Yale-6881","EPI_ISL_3370189"
"740","Yale-6761","EPI_ISL_3370181"
"741","Yale-6749","EPI_ISL_3370203"
"742","Yale-6875","EPI_ISL_3370184"
"743","Yale-6909","EPI_ISL_3370177"
"744","Yale-6760","EPI_ISL_3370174"
"745","Yale-6810","EPI_ISL_3370172"
"746","Yale-6743","EPI_ISL_3370178"
"747","Yale-6838","EPI_ISL_3370162"
"748","Yale-6906","EPI_ISL_3370165"
"749","Yale-6843","EPI_ISL_3370163"
"750","Yale-6911","EPI_ISL_3370167"
"751","Yale-6789","EPI_ISL_3370155"
"752","Yale-6832","EPI_ISL_3370161"
"753","Yale-6816","EPI_ISL_3370148"
"754","Yale-6772","EPI_ISL_3370156"
"755","Yale-6889","EPI_ISL_3370144"
"756","Yale-6862","EPI_ISL_3370133"
"757","Yale-6744","EPI_ISL_3370135"
"758","Yale-6902","EPI_ISL_3370112"
"759","Yale-6728","EPI_ISL_3347270"
"760","Yale-6734","EPI_ISL_3347274"
"761","Yale-6864","EPI_ISL_3370108"
"762","Yale-6724","EPI_ISL_3347267"
"763","Yale-6720","EPI_ISL_3347263"
"764","Yale-6719","EPI_ISL_3347262"
"765","Yale-6709","EPI_ISL_3347253"
"766","Yale-6730","EPI_ISL_3347271"
"767","Yale-6726","EPI_ISL_3347269"
"768","Yale-6707","EPI_ISL_3347252"
"769","Yale-6721","EPI_ISL_3347264"
"770","Yale-6701","EPI_ISL_3347249"
"771","Yale-6705","EPI_ISL_3347250"
"772","Yale-6700","EPI_ISL_3347248"
"773","Yale-6690","EPI_ISL_3347240"
"774","Yale-6697","EPI_ISL_3347245"
"775","Yale-6683","EPI_ISL_3347235"
"776","Yale-6699","EPI_ISL_3347247"
"777","Yale-6376","EPI_ISL_3236462"
"778","Yale-6688","EPI_ISL_3347239"
"779","Yale-6685","EPI_ISL_3347236"
"780","Yale-6678","EPI_ISL_3347233"
"781","Yale-6499","EPI_ISL_3236426"
"782","Yale-6482","EPI_ISL_3236413"
"783","Yale-3725","EPI_ISL_3105542"
"784","Yale-4158","EPI_ISL_3105523"
"785","Yale-3874","EPI_ISL_3105487"
"786","Yale-5778","EPI_ISL_3105522"
"787","Yale-4122","EPI_ISL_3105504"
"788","Yale-5585","EPI_ISL_3105515"
"789","Yale-4173","EPI_ISL_3105432"
"790","Yale-6195","EPI_ISL_3104749"
"791","Yale-5769","EPI_ISL_3105519"
"792","Yale-6149","EPI_ISL_3104658"
"793","Yale-6182","EPI_ISL_3104742"
"794","Yale-6153","EPI_ISL_3104660"
"795","Yale-6183","EPI_ISL_3104743"
"796","Yale-6124","EPI_ISL_3025443"
"797","Yale-6152","EPI_ISL_3104720"
"798","Yale-17252","EPI_ISL_10539623"
"799","Yale-17255","EPI_ISL_10539625"
"800","Yale-17239","EPI_ISL_10539610"
"801","Yale-17211","EPI_ISL_10539581"
"802","Yale-17260","EPI_ISL_10539629"
"803","Yale-17245","EPI_ISL_10539616"
"804","Yale-6113","EPI_ISL_3025437"
"805","Yale-6116","EPI_ISL_3025438"
"806","Yale-17232","EPI_ISL_10539603"
"807","Yale-6155","EPI_ISL_3104734"
"808","Yale-6156","EPI_ISL_3104735"
"809","Yale-6187","EPI_ISL_3104689"
"810","Yale-6169","EPI_ISL_3104661"
"811","Yale-6170","EPI_ISL_3104712"
"812","Yale-6133","EPI_ISL_3104726"
"813","Yale-6135","EPI_ISL_3104728"
"814","Yale-4172","EPI_ISL_3105547"
"815","Yale-6139","EPI_ISL_3104729"
"816","Yale-6150","EPI_ISL_3104692"
"817","Yale-6188","EPI_ISL_3104713"
"818","Yale-6866","EPI_ISL_3370262"
"819","Yale-6194","EPI_ISL_3104748"
"820","Yale-6186","EPI_ISL_3104688"
"821","Yale-6805","EPI_ISL_3370248"
"822","Yale-6198","EPI_ISL_3104752"
"823","Yale-4099","EPI_ISL_3105424"
"824","Yale-5760","EPI_ISL_3105518"
"825","Yale-4910","EPI_ISL_3105509"
"826","Yale-3736","EPI_ISL_3105495"
"827","Yale-5678","EPI_ISL_3105517"
"828","Yale-4540","EPI_ISL_3105492"
"829","Yale-6826","EPI_ISL_3370255"
"830","Yale-3879","EPI_ISL_3105546"
"831","Yale-4431","EPI_ISL_3105543"
"832","Yale-3712","EPI_ISL_3105545"
"833","Yale-6164","EPI_ISL_3188595"
"834","Yale-6461","EPI_ISL_3236398"
"835","Yale-6163","EPI_ISL_3188594"
"836","Yale-6384","EPI_ISL_3236469"
"837","Yale-6916","EPI_ISL_3370267"
"838","Yale-6426","EPI_ISL_3236370"
"839","Yale-6459","EPI_ISL_3236396"
"840","Yale-6423","EPI_ISL_3236367"
"841","Yale-6424","EPI_ISL_3236368"
"842","Yale-6367","EPI_ISL_3236456"
"843","Yale-6383","EPI_ISL_3236468"
"844","Yale-6468","EPI_ISL_3236402"
"845","Yale-6486","EPI_ISL_3236416"
"846","Yale-6480","EPI_ISL_3236411"
"847","Yale-6365","EPI_ISL_3236455"
"848","Yale-6380","EPI_ISL_3236465"
"849","Yale-6386","EPI_ISL_3236471"
"850","Yale-6385","EPI_ISL_3236470"
"851","Yale-6405","EPI_ISL_3236486"
"852","Yale-6474","EPI_ISL_3236406"
"853","Yale-6375","EPI_ISL_3236461"
"854","Yale-6414","EPI_ISL_3236494"
"855","Yale-7162","EPI_ISL_3500850"
"856","Yale-7070","EPI_ISL_3500602"
"857","Yale-6413","EPI_ISL_3236493"
"858","Yale-6407","EPI_ISL_3236487"
"859","Yale-17173","EPI_ISL_10539543"
"860","Yale-7194","EPI_ISL_3500905"
"861","Yale-6710","EPI_ISL_3347254"
"862","Yale-6912","EPI_ISL_3370124"
"863","Yale-17184","EPI_ISL_10539554"
"864","Yale-17217","EPI_ISL_10539587"
"865","Yale-7160","EPI_ISL_3500845"
"866","Yale-6824","EPI_ISL_3370253"
"867","Yale-6786","EPI_ISL_3370130"
"868","Yale-6763","EPI_ISL_3370128"
"869","Yale-6813","EPI_ISL_3370251"
"870","Yale-6890","EPI_ISL_3370164"
"871","Yale-6822","EPI_ISL_3370188"
"872","Yale-6874","EPI_ISL_3370136"
"873","Yale-6818","EPI_ISL_3370168"
"874","Yale-7361","EPI_ISL_3493228"
"875","Yale-6868","EPI_ISL_3370183"
"876","Yale-7294","EPI_ISL_3493168"
"877","Yale-7283","EPI_ISL_3493161"
"878","Yale-7304","EPI_ISL_3493177"
"879","Yale-7389","EPI_ISL_3493254"
"880","Yale-7301","EPI_ISL_3493174"
"881","Yale-7368","EPI_ISL_3493234"
"882","Yale-7088","EPI_ISL_3500654"
"883","Yale-7085","EPI_ISL_3500641"
"884","Yale-7122","EPI_ISL_3500736"
"885","Yale-4618","EPI_ISL_3105451"
"886","Yale-6101","EPI_ISL_3188563"
"887","Yale-7095","EPI_ISL_3500677"
"888","Yale-6390","EPI_ISL_3236475"
"889","Yale-6389","EPI_ISL_3236474"
"890","Yale-6082","EPI_ISL_3188575"
"891","Yale-6387","EPI_ISL_3236472"
"892","Yale-6396","EPI_ISL_3236479"
"893","Yale-6411","EPI_ISL_3236491"
"894","Yale-6374","EPI_ISL_3236460"
"895","Yale-6401","EPI_ISL_3236483"
"896","Yale-6400","EPI_ISL_3236482"
"897","Yale-6398","EPI_ISL_3236480"
"898","Yale-6497","EPI_ISL_3236424"
"899","Yale-6362","EPI_ISL_3236453"
"900","Yale-6491","EPI_ISL_3236420"
"901","Yale-6371","EPI_ISL_3236458"
"902","Yale-6370","EPI_ISL_3236457"
"903","Yale-6469","EPI_ISL_3236403"
"904","Yale-6487","EPI_ISL_3236417"
"905","Yale-6494","EPI_ISL_3236422"
"906","Yale-6457","EPI_ISL_3236395"
"907","Yale-6463","EPI_ISL_3236399"
"908","Yale-6427","EPI_ISL_3236371"
"909","Yale-6434","EPI_ISL_3236375"
"910","Yale-6425","EPI_ISL_3236369"
"911","Yale-6432","EPI_ISL_3236374"
"912","Yale-6192","EPI_ISL_3188596"
"913","Yale-6174","EPI_ISL_3104721"
"914","Yale-6142","EPI_ISL_3104730"
"915","Yale-5582","EPI_ISL_3105514"
"916","Yale-4053","EPI_ISL_3105512"
"917","Yale-6148","EPI_ISL_3104733"
"918","Yale-5591","EPI_ISL_3105516"
"919","Yale-6157","EPI_ISL_3104736"
"920","Yale-6431","EPI_ISL_3236373"
"921","Yale-6436","EPI_ISL_3236376"
"922","Yale-6439","EPI_ISL_3236378"
"923","Yale-6441","EPI_ISL_3236380"
"924","Yale-6438","EPI_ISL_3236377"
"925","Yale-6449","EPI_ISL_3236387"
"926","Yale-6478","EPI_ISL_3236409"
"927","Yale-6451","EPI_ISL_3236389"
"928","Yale-6444","EPI_ISL_3236382"
"929","Yale-6456","EPI_ISL_3236394"
"930","Yale-6483","EPI_ISL_3236414"
"931","Yale-6453","EPI_ISL_3236391"
"932","Yale-6460","EPI_ISL_3236397"
"933","Yale-6373","EPI_ISL_3236459"
"934","Yale-7365","EPI_ISL_3493231"
"935","Yale-6500","EPI_ISL_3236427"
"936","Yale-6696","EPI_ISL_3347244"
"937","Yale-6713","EPI_ISL_3347257"
"938","Yale-6736","EPI_ISL_3347275"
"939","Yale-6694","EPI_ISL_3347242"
"940","Yale-6695","EPI_ISL_3347243"
"941","Yale-6733","EPI_ISL_3347273"
"942","Yale-6493","EPI_ISL_3236421"
"943","Yale-6732","EPI_ISL_3347272"
"944","Yale-6712","EPI_ISL_3347256"
"945","Yale-7378","EPI_ISL_3493243"
"946","Yale-7369","EPI_ISL_3493235"
"947","Yale-6681","EPI_ISL_3347234"
"948","Yale-6737","EPI_ISL_3347276"
"949","Yale-7379","EPI_ISL_3493244"
"950","Yale-7381","EPI_ISL_3493246"
"951","Yale-7376","EPI_ISL_3493241"
"952","Yale-7353","EPI_ISL_3493222"
"953","Yale-7358","EPI_ISL_3493225"
"954","Yale-7362","EPI_ISL_3493229"
"955","Yale-7339","EPI_ISL_3493208"
"956","Yale-7392","EPI_ISL_3493257"
"957","Yale-7331","EPI_ISL_3493201"
"958","Yale-7333","EPI_ISL_3493203"
"959","Yale-7308","EPI_ISL_3493179"
"960","Yale-7222","EPI_ISL_3493110"
"961","Yale-7298","EPI_ISL_3493171"
"962","Yale-7235","EPI_ISL_3493120"
"963","Yale-7219","EPI_ISL_3493107"
"964","Yale-7303","EPI_ISL_3493176"
"965","Yale-7296","EPI_ISL_3493169"
"966","Yale-7256","EPI_ISL_3493140"
"967","Yale-7218","EPI_ISL_3493106"
"968","Yale-7282","EPI_ISL_3493160"
"969","Yale-7212","EPI_ISL_3493101"
"970","Yale-7272","EPI_ISL_3493151"
"971","Yale-7259","EPI_ISL_3493143"
"972","Yale-7288","EPI_ISL_3493164"
"973","Yale-7263","EPI_ISL_3493146"
"974","Yale-7251","EPI_ISL_3493135"
"975","Yale-7246","EPI_ISL_3493130"
"976","Yale-7065","EPI_ISL_3500596"
"977","Yale-7254","EPI_ISL_3493138"
"978","Yale-7253","EPI_ISL_3493137"
"979","Yale-7152","EPI_ISL_3500826"
"980","Yale-7206","EPI_ISL_3500922"
"981","Yale-7201","EPI_ISL_3500918"
"982","Yale-7155","EPI_ISL_3500833"
"983","Yale-7153","EPI_ISL_3500831"
"984","Yale-7190","EPI_ISL_3500896"
"985","Yale-7191","EPI_ISL_3500898"
"986","Yale-7189","EPI_ISL_3500894"
"987","Yale-7148","EPI_ISL_3500804"
"988","Yale-7176","EPI_ISL_3500873"
"989","Yale-7165","EPI_ISL_3500857"
"990","Yale-7109","EPI_ISL_3500713"
"991","Yale-7124","EPI_ISL_3500744"
"992","Yale-7131","EPI_ISL_3500767"
"993","Yale-7123","EPI_ISL_3500738"
"994","Yale-7091","EPI_ISL_3500660"
"995","Yale-7073","EPI_ISL_3500607"
"996","Yale-7119","EPI_ISL_3500732"
"997","Yale-7090","EPI_ISL_3500658"
"998","Yale-7086","EPI_ISL_3500643"
"999","Yale-7089","EPI_ISL_3500656"
"1000","Yale-7087","EPI_ISL_3500649"
"1001","Yale-7083","EPI_ISL_3500636"
"1002","Yale-7078","EPI_ISL_3500622"
"1003","Yale-7130","EPI_ISL_3500761"
"1004","Yale-7081","EPI_ISL_3500631"
"1005","Yale-7076","EPI_ISL_3500611"
"1006","Yale-7082","EPI_ISL_3500634"
"1007","Yale-7099","EPI_ISL_3500693"
"1008","Yale-6905","EPI_ISL_3370179"
"1009","Yale-6777","EPI_ISL_3370109"
"1010","Yale-6770","EPI_ISL_3370132"
"1011","Yale-7118","EPI_ISL_3500725"
"1012","Yale-6782","EPI_ISL_3370242"
"1013","Yale-7188","EPI_ISL_3500893"
"1014","Yale-6850","EPI_ISL_3370261"
"1015","Yale-6729","EPI_ISL_3369782"
"1016","Yale-6847","EPI_ISL_3370151"
"1017","Yale-6878","EPI_ISL_3370142"
"1018","Yale-6817","EPI_ISL_3370192"
"1019","Yale-6821","EPI_ISL_3370170"
"1020","Yale-6752","EPI_ISL_3370169"
"1021","Yale-6784","EPI_ISL_3370185"
"1022","Yale-6756","EPI_ISL_3370199"
"1023","Yale-6856","EPI_ISL_3370154"
"1024","Yale-6882","EPI_ISL_3370198"
"1025","Yale-6820","EPI_ISL_3370206"
"1026","Yale-6773","EPI_ISL_3370237"
"1027","Yale-6915","EPI_ISL_3370266"
"1028","Yale-6910","EPI_ISL_3370166"
"1029","Yale-7146","EPI_ISL_3500793"
"1030","Yale-7126","EPI_ISL_3500746"
"1031","Yale-7092","EPI_ISL_3500663"
"1032","Yale-7117","EPI_ISL_3500723"
"1033","Yale-18035","EPI_ISL_11503860"
"1034","Yale-4617","EPI_ISL_3105443"
"1035","Yale-7128","EPI_ISL_3500751"
"1036","Yale-18034","EPI_ISL_11503859"
"1037","Yale-18031","EPI_ISL_11503856"
"1038","Yale-18033","EPI_ISL_11503858"
"1039","Yale-18032","EPI_ISL_11503857"
"1040","Yale-18036","EPI_ISL_11503861"
"1041","Yale-18028","EPI_ISL_11503853"
"1042","Yale-18020","EPI_ISL_11503845"
"1043","Yale-18019","EPI_ISL_11503844"
"1044","Yale-18024","EPI_ISL_11503849"
"1045","Yale-18022","EPI_ISL_11503847"
"1046","Yale-18025","EPI_ISL_11503850"
"1047","Yale-18015","EPI_ISL_11503840"
"1048","Yale-18016","EPI_ISL_11503841"
"1049","Yale-18017","EPI_ISL_11503842"
"1050","Yale-18018","EPI_ISL_11503843"
"1051","Yale-18012","EPI_ISL_11503837"
"1052","Yale-18010","EPI_ISL_11503835"
"1053","Yale-18011","EPI_ISL_11503836"
"1054","Yale-18001","EPI_ISL_11503827"
"1055","Yale-18005","EPI_ISL_11503831"
"1056","Yale-18002","EPI_ISL_11503828"
"1057","Yale-18006","EPI_ISL_11503832"
"1058","Yale-17999","EPI_ISL_11503825"
"1059","Yale-17993","EPI_ISL_11503819"
"1060","Yale-18003","EPI_ISL_11503829"
"1061","Yale-17994","EPI_ISL_11503820"
"1062","Yale-18007","EPI_ISL_11503833"
"1063","Yale-17996","EPI_ISL_11503822"
"1064","Yale-17992","EPI_ISL_11503818"
"1065","Yale-17984","EPI_ISL_11503810"
"1066","Yale-17985","EPI_ISL_11503811"
"1067","Yale-17989","EPI_ISL_11503815"
"1068","Yale-17983","EPI_ISL_11503809"
"1069","Yale-17987","EPI_ISL_11503813"
"1070","Yale-17986","EPI_ISL_11503812"
"1071","Yale-17884","EPI_ISL_11025931"
"1072","Yale-17991","EPI_ISL_11503817"
"1073","Yale-17870","EPI_ISL_11025933"
"1074","Yale-17930","EPI_ISL_11025930"
"1075","Yale-17925","EPI_ISL_11025927"
"1076","Yale-17875","EPI_ISL_11025932"
"1077","Yale-17979","EPI_ISL_11025922"
"1078","Yale-17898","EPI_ISL_11025923"
"1079","Yale-17919","EPI_ISL_11025914"
"1080","Yale-17874","EPI_ISL_11025919"
"1081","Yale-17951","EPI_ISL_11025920"
"1082","Yale-17905","EPI_ISL_11025925"
"1083","Yale-17915","EPI_ISL_11025924"
"1084","Yale-17968","EPI_ISL_11025921"
"1085","Yale-17929","EPI_ISL_11025915"
"1086","Yale-17888","EPI_ISL_11025916"
"1087","Yale-17887","EPI_ISL_11025908"
"1088","Yale-17868","EPI_ISL_11025909"
"1089","Yale-17900","EPI_ISL_11025912"
"1090","Yale-17889","EPI_ISL_11025905"
"1091","Yale-17963","EPI_ISL_11025907"
"1092","Yale-17882","EPI_ISL_11025911"
"1093","Yale-17965","EPI_ISL_11025903"
"1094","Yale-17911","EPI_ISL_11025904"
"1095","Yale-17876","EPI_ISL_11025910"
"1096","Yale-17914","EPI_ISL_11025902"
"1097","Yale-17938","EPI_ISL_11025898"
"1098","Yale-17971","EPI_ISL_11025891"
"1099","Yale-17948","EPI_ISL_11025890"
"1100","Yale-17964","EPI_ISL_11025900"
"1101","Yale-17916","EPI_ISL_11025895"
"1102","Yale-17977","EPI_ISL_11025896"
"1103","Yale-17896","EPI_ISL_11025899"
"1104","Yale-17973","EPI_ISL_11025887"
"1105","Yale-17980","EPI_ISL_11025885"
"1106","Yale-17890","EPI_ISL_11025888"
"1107","Yale-17922","EPI_ISL_11025886"
"1108","Yale-17976","EPI_ISL_11025883"
"1109","Yale-17969","EPI_ISL_11025879"
"1110","Yale-17970","EPI_ISL_11025880"
"1111","Yale-17956","EPI_ISL_11025873"
"1112","Yale-17959","EPI_ISL_11025875"
"1113","Yale-17960","EPI_ISL_11025876"
"1114","Yale-17954","EPI_ISL_11025871"
"1115","Yale-17947","EPI_ISL_11025867"
"1116","Yale-17952","EPI_ISL_11025869"
"1117","Yale-17946","EPI_ISL_11025866"
"1118","Yale-17958","EPI_ISL_11025874"
"1119","Yale-17943","EPI_ISL_11025863"
"1120","Yale-17953","EPI_ISL_11025870"
"1121","Yale-17950","EPI_ISL_11025868"
"1122","Yale-17955","EPI_ISL_11025872"
"1123","Yale-17945","EPI_ISL_11025865"
"1124","Yale-17936","EPI_ISL_11025858"
"1125","Yale-17937","EPI_ISL_11025859"
"1126","Yale-17933","EPI_ISL_11025856"
"1127","Yale-17931","EPI_ISL_11025854"
"1128","Yale-17934","EPI_ISL_11025857"
"1129","Yale-17932","EPI_ISL_11025855"
"1130","Yale-17924","EPI_ISL_11025851"
"1131","Yale-17927","EPI_ISL_11025852"
"1132","Yale-17918","EPI_ISL_11025848"
"1133","Yale-17907","EPI_ISL_11025843"
"1134","Yale-17906","EPI_ISL_11025842"
"1135","Yale-17909","EPI_ISL_11025844"
"1136","Yale-17903","EPI_ISL_11025840"
"1137","Yale-17912","EPI_ISL_11025846"
"1138","Yale-17877","EPI_ISL_11025833"
"1139","Yale-17904","EPI_ISL_11025841"
"1140","Yale-17883","EPI_ISL_11025835"
"1141","Yale-17871","EPI_ISL_11025830"
"1142","Yale-17899","EPI_ISL_11025838"
"1143","Yale-17867","EPI_ISL_11025829"
"1144","Yale-17901","EPI_ISL_11025839"
"1145","Yale-17894","EPI_ISL_11025825"
"1146","Yale-17957","EPI_ISL_11025828"
"1147","Yale-17869","EPI_ISL_11025822"
"1148","Yale-17880","EPI_ISL_11025820"
"1149","Yale-17893","EPI_ISL_11025824"
"1150","Yale-17864","EPI_ISL_10815185"
"1151","Yale-17892","EPI_ISL_11025823"
"1152","Yale-17860","EPI_ISL_10815181"
"1153","Yale-17852","EPI_ISL_10815173"
"1154","Yale-17859","EPI_ISL_10815180"
"1155","Yale-17851","EPI_ISL_10815172"
"1156","Yale-17858","EPI_ISL_10815179"
"1157","Yale-17855","EPI_ISL_10815176"
"1158","Yale-17846","EPI_ISL_10815168"
"1159","Yale-17848","EPI_ISL_10815170"
"1160","Yale-17857","EPI_ISL_10815178"
"1161","Yale-17840","EPI_ISL_10815162"
"1162","Yale-17841","EPI_ISL_10815163"
"1163","Yale-17847","EPI_ISL_10815169"
"1164","Yale-17845","EPI_ISL_10815167"
"1165","Yale-17834","EPI_ISL_10815156"
"1166","Yale-17839","EPI_ISL_10815161"
"1167","Yale-17833","EPI_ISL_10815155"
"1168","Yale-17836","EPI_ISL_10815158"
"1169","Yale-17843","EPI_ISL_10815165"
"1170","Yale-17831","EPI_ISL_10815153"
"1171","Yale-17838","EPI_ISL_10815160"
"1172","Yale-17827","EPI_ISL_10815149"
"1173","Yale-17824","EPI_ISL_10815146"
"1174","Yale-17814","EPI_ISL_10815139"
"1175","Yale-17822","EPI_ISL_10815144"
"1176","Yale-17829","EPI_ISL_10815151"
"1177","Yale-17823","EPI_ISL_10815145"
"1178","Yale-17805","EPI_ISL_10815133"
"1179","Yale-17808","EPI_ISL_10815134"
"1180","Yale-17817","EPI_ISL_10815141"
"1181","Yale-17809","EPI_ISL_10815135"
"1182","Yale-17812","EPI_ISL_10815137"
"1183","Yale-17802","EPI_ISL_10815131"
"1184","Yale-17799","EPI_ISL_10815128"
"1185","Yale-17800","EPI_ISL_10815129"
"1186","Yale-17804","EPI_ISL_10815132"
"1187","Yale-17795","EPI_ISL_10815124"
"1188","Yale-17798","EPI_ISL_10815127"
"1189","Yale-17792","EPI_ISL_10815121"
"1190","Yale-17789","EPI_ISL_10815118"
"1191","Yale-17788","EPI_ISL_10815117"
"1192","Yale-17796","EPI_ISL_10815125"
"1193","Yale-17793","EPI_ISL_10815122"
"1194","Yale-17783","EPI_ISL_10815112"
"1195","Yale-17786","EPI_ISL_10815115"
"1196","Yale-17779","EPI_ISL_10815108"
"1197","Yale-17776","EPI_ISL_10815105"
"1198","Yale-17781","EPI_ISL_10815110"
"1199","Yale-17780","EPI_ISL_10815109"
"1200","Yale-17775","EPI_ISL_10815104"
"1201","Yale-17771","EPI_ISL_10815101"
"1202","Yale-17769","EPI_ISL_10815099"
"1203","Yale-17767","EPI_ISL_10815097"
